player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Seth Weller,184822,WR,BAYLOR,1,100.0,0,118,60.1,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Ethan Ryan,175004,G,APP STATE,2,100.0,0,108,58.4,,57.7,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,2,0,3,0
Kellen Tasby,189587,QB,TULANE,1,100.0,0,319,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Mich'le Joseph,189899,G,SM HOUSTON,1,100.0,0,281,53.6,,53.2,0,0,0,,,,0,0,0,3,0,3,0,3,0,0,0,0,3,0
Holden Whipple,147693,G,OREGON,1,100.0,0,264,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,3,0,3,0
Nick Barcelos,128220,LS,NEVADA,2,100.0,0,239,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
KD Daniels,184419,HB,FLORIDA,3,18.8,0,163,70.7,71.1,60.0,0,0,1,33.3,33.3,100.0,0,0,0,3,0,0,0,16,1,3,0,0,2,0
Jack Monday,74638,TE,KENTUCKY,1,75.0,0,202,57.1,,57.7,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,4,0,1,0,0,3,3
Avery McFadden,189965,WR,GA STATE,3,30.0,0,175,55.6,,60.2,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,10,0,7,0,0,3,0
Jaxson Lavender,169966,WR,SMU,2,42.9,0,287,56.4,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,7,0,4,0,0,3,0
Jake Furtney,189663,TE,ILLINOIS,1,75.0,0,187,60.5,63.9,60.0,0,0,1,50.0,50.0,100.0,0,0,0,3,0,0,0,4,1,2,0,0,2,4
Brennen Schramm,170268,WR,OHIO STATE,2,100.0,0,260,60.1,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Mac Smith,175873,G,ALABAMA,1,100.0,0,103,60.1,,60.0,0,0,0,,,,0,0,0,3,0,3,0,3,0,0,0,0,3,0
Owen McGraw,175057,WR,E MICHIGAN,1,75.0,0,160,58.2,,60.3,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,4,0,1,0,0,3,0
Yasias Young,123298,HB,USF,5,13.0,0,327,61.0,71.5,60.0,0,0,1,20.0,20.0,100.0,0,0,0,3,0,0,0,23,1,5,0,0,2,0
Durham Harris,121971,LS,WASH STATE,3,75.0,0,341,60.0,60.9,60.0,0,0,0,,50.0,,0,0,0,3,2,0,0,4,1,2,0,0,2,0
Makhail Wood,175069,WR,E MICHIGAN,1,42.9,0,160,48.3,,39.3,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,7,0,4,0,0,3,0
Braden Carter,189596,T,USF,1,100.0,0,327,59.5,,54.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,3,3,0
Trey White,158810,ED,S DIEGO ST,4,75.0,1,284,67.3,89.6,,0,0,3,100.0,100.0,100.0,3,0,0,3,0,0,0,4,3,3,0,0,0,0
Lance Williams,174802,G,VA TECH,1,100.0,0,337,65.5,,65.0,0,0,0,,,,0,0,0,3,0,2,0,3,0,0,1,0,3,0
Kade Caton,191321,TE,OREGON,1,100.0,0,264,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,3
Tanner Lemaster,175154,TE,KENTUCKY,1,100.0,0,202,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,3
Gabriel Reliford,184463,ED,LSU,1,100.0,0,211,60.0,70.2,59.5,0,0,1,100.0,100.0,100.0,1,0,0,3,0,0,0,3,1,1,0,0,2,0
Eli Adams,190582,WR,LOUISVILLE,1,100.0,0,210,60.1,,60.1,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Owen Heinecke,158098,LB,OKLAHOMA,3,100.0,0,261,60.0,99.9,,0,0,3,100.0,100.0,100.0,0,0,0,3,0,0,0,3,3,3,0,0,0,0
Michael Jackson III,146412,WR,GEORGIA,1,42.9,1,173,66.3,,47.0,0,0,0,0.0,0.0,,1,0,0,3,0,0,0,7,0,4,0,0,3,0
Xander Ruggeroli,183582,T,NEBRASKA,1,100.0,0,238,55.8,,53.7,0,0,0,,,,0,0,0,3,0,0,3,3,0,0,0,0,3,0
Joseph McVay,188520,WR,VANDERBILT,4,42.9,0,333,82.7,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,7,0,4,0,0,3,0
Fletcher Fierro,189708,WR,TCU,1,60.0,0,305,57.0,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,5,0,2,0,0,3,0
Dumela Knox,183966,T,MIDDLE TN,1,100.0,0,224,60.0,71.4,,0,0,3,100.0,100.0,100.0,0,0,0,3,0,0,0,3,3,3,0,3,0,0
Paul Tchio,122160,T,UMASS,1,100.0,0,216,59.7,33.5,60.0,0,0,2,100.0,100.0,100.0,0,0,0,3,0,0,0,3,2,2,0,3,1,0
Liam Besecker,144382,TE,FAU,1,100.0,0,165,49.9,,46.4,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,3
Ben Anderson,158077,LS,OKLAHOMA,3,100.0,0,261,60.0,99.9,,0,0,3,100.0,100.0,100.0,0,0,0,3,0,0,0,3,3,3,0,0,0,0
Marquez Taylor,173772,HB,UTEP,1,75.0,0,330,60.7,75.2,,0,0,2,100.0,100.0,100.0,0,0,0,3,0,0,0,4,3,3,0,0,0,0
Jesse Watson,183727,WR,PURDUE,1,37.5,0,273,70.2,,59.4,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,8,0,5,0,0,3,0
Jeremy Hecklinski,183388,QB,WAKE,1,100.0,0,339,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Luke Besh,144403,WR,TULANE,1,100.0,0,319,60.1,,60.2,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Seidrion Langston,190017,LB,LA MONROE,3,100.0,0,209,60.0,,60.2,0,0,0,,,,1,0,0,3,0,0,0,3,0,0,0,0,3,0
Iverson Celestine,144406,HB,S ALABAMA,4,16.7,0,288,73.7,,59.7,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,18,0,8,0,0,3,0
Brady Allen,156493,QB,LOUISVILLE,2,100.0,0,210,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Kalib Hicks,173701,HB,OKLAHOMA,1,16.7,0,261,47.0,74.1,60.0,0,0,1,7.1,13.3,100.0,0,0,0,3,0,0,0,18,2,15,0,0,1,0
Dominic Deluca,183384,TE,WAKE,2,100.0,0,339,36.4,,38.7,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,3
Cale Hellums,170981,QB,ARMY,3,30.0,0,114,68.4,,60.0,0,0,0,,,,0,0,0,3,0,0,0,10,0,0,0,0,3,0
Darius Lorfils,163110,S,BOWL GREEN,3,100.0,0,122,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Dallas Walker IV,124342,DI,W KENTUCKY,2,75.0,0,346,74.4,,80.2,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,4,0,1,0,0,3,0
Hauss Hejny,183824,QB,TCU,4,16.7,0,305,69.2,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,18,0,1,0,0,3,0
Asaad Waseem,171909,WR,COLORADO,1,100.0,0,143,60.1,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Will Gerig,163161,TE,W MICHIGAN,3,100.0,0,347,60.0,63.8,60.0,0,0,1,100.0,100.0,100.0,0,0,0,3,0,0,0,3,1,1,0,0,2,1
Cameran Brown,184894,QB,TEXAS TECH,3,14.3,0,315,42.7,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,21,0,10,0,0,3,0
Colin Cubberly,183654,G,WISCONSIN,1,100.0,0,349,79.3,,79.8,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,3,0,3,0
AJ Swann,157186,QB,LSU,2,42.9,0,211,40.7,,60.0,0,0,0,0.0,0.0,,1,0,0,3,0,0,0,7,0,4,0,0,3,0
Cole Sprague,142509,WR,TEMPLE,2,37.5,0,306,57.8,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,8,0,5,0,0,3,0
Mark-Anthony Scott Jr.,157945,HB,BUFFALO,4,30.0,0,126,62.1,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,10,0,1,0,0,3,0
Tavorus Jones,157157,HB,MISSOURI,5,11.5,0,229,68.2,72.6,59.6,0,0,1,9.1,9.1,100.0,0,0,0,3,0,0,0,26,1,11,0,0,2,0
Dylan Howell,133066,ED,LA MONROE,3,100.0,0,209,60.0,,60.3,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Ty Delgado,163292,G,OREGON,1,100.0,0,264,60.0,,60.0,0,0,0,,,,0,0,0,3,0,3,0,3,0,0,0,0,3,0
Kody Black,175307,G,USF,1,100.0,0,327,59.1,,59.0,0,0,0,,,,0,0,0,3,0,3,0,3,0,0,0,0,3,0
James Hopson II,122374,WR,DUKE,1,100.0,0,154,60.1,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Drew Petit,176381,ST,MARSHALL,2,100.0,0,214,60.0,,60.0,0,0,0,,,,0,0,0,3,1,0,0,3,0,0,0,0,3,0
Drew Hughes,145617,DI,BALL ST,3,75.0,0,117,63.4,,55.0,0,0,0,0.0,0.0,,1,0,0,3,0,0,0,4,0,1,0,0,3,0
Brandon Tullis,183545,HB,MICH STATE,5,21.4,0,223,59.7,70.2,59.2,0,0,1,20.0,20.0,100.0,0,0,0,3,0,0,0,14,1,5,0,0,2,0
Antonio Posadas,176578,TE,COLORADO,1,100.0,0,143,51.1,0.0,60.0,1,0,1,100.0,100.0,50.0,0,1,0,3,0,0,0,3,1,1,0,0,2,2
Landry Lyddy,156581,QB,UAB,2,33.3,0,321,65.6,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,9,0,6,0,0,3,0
Travor Randle,181171,S,LA MONROE,3,100.0,0,209,60.0,,60.0,0,0,0,,,,1,0,0,3,0,0,0,3,0,0,0,0,3,0
Jacques Spradley-Demps,183904,WR,KANSAS ST,1,100.0,0,199,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Tyrell Reed Jr.,190174,HB,ARKANSAS,4,13.6,0,111,70.9,,58.9,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,22,0,13,0,0,3,0
AJ Williams,147311,FB,ARMY,2,60.0,0,114,59.3,16.3,59.8,0,1,1,100.0,100.0,50.0,0,1,0,3,0,0,0,5,1,1,0,0,2,0
Mason Muaau,173484,TE,COLO STATE,3,21.4,1,144,43.7,34.0,58.2,0,0,1,8.3,8.3,100.0,1,0,0,3,0,0,0,14,1,12,0,0,2,6
Jackson Baird,191283,WR,BAYLOR,1,100.0,0,118,60.1,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Dwight Phillips Jr.,191156,HB,GEORGIA,5,20.0,0,173,66.8,,59.7,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,15,0,6,0,0,3,1
Ethan Downs,144636,ED,OKLAHOMA,3,100.0,0,261,60.0,95.0,,0,0,3,100.0,100.0,100.0,0,0,0,3,0,0,0,3,3,3,0,0,0,0
Lucas Simmons,170355,T,FLORIDA ST,3,100.0,0,167,60.0,67.7,60.0,0,0,1,100.0,100.0,100.0,0,0,0,3,0,0,3,3,1,1,0,0,2,0
Adameon Botley,163498,T,LA MONROE,1,100.0,0,209,60.0,65.7,59.5,0,0,1,100.0,100.0,100.0,0,0,0,3,0,0,0,3,1,1,0,3,2,0
Marquese Williams,173426,HB,AKRON,4,25.0,0,102,63.3,72.2,60.0,0,0,1,25.0,25.0,100.0,0,0,0,3,0,0,0,12,1,4,0,0,2,0
Rowan Reay,72336,WR,BYU,1,100.0,0,128,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Kobe Johnson,109089,HB,COLO STATE,7,10.3,1,144,59.8,22.7,,0,1,3,17.6,17.6,83.3,1,1,0,3,0,0,0,29,3,17,0,0,0,0
Jonathan Paylor,190869,WR,NC STATE,3,60.0,0,248,70.8,,59.4,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,5,0,1,0,0,3,0
Andres Dewerk,131824,T,APP STATE,2,100.0,0,108,60.9,,67.3,0,0,0,,,,0,0,0,3,0,0,2,3,0,0,0,0,3,0
Jackson Wheeler,122463,LS,GA SOUTHRN,3,100.0,0,174,60.0,,60.0,0,0,0,,,,0,0,0,3,2,0,0,3,0,0,0,0,3,0
Kyle McCormick,163563,QB,SO MISS,1,100.0,0,296,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Rashad Amos,124224,HB,OLE MISS,4,15.8,0,226,73.3,74.3,,0,0,3,30.0,30.0,100.0,0,0,0,3,0,0,0,19,3,10,0,0,0,0
Cort Halsey,175398,TE,N CAROLINA,1,100.0,0,245,57.9,,57.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,3
Collin Drake,157089,QB,GEORGIA,1,100.0,0,173,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
DeJuan Williams,183534,HB,MARYLAND,3,12.5,0,215,68.4,73.7,60.0,0,0,1,7.7,13.3,100.0,0,0,0,3,0,0,0,24,2,15,0,0,1,0
Whit Hafer,190218,TE,MISSOURI,1,100.0,0,229,50.6,9.7,57.9,1,0,1,100.0,100.0,50.0,0,1,0,3,0,0,0,3,1,1,0,0,2,3
Benny Haselrig,175417,WR,PITTSBURGH,2,27.3,0,268,55.7,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,11,0,8,0,0,3,0
Wesley Brown,174204,LS,FRESNO ST,3,100.0,0,169,60.0,69.8,60.0,0,0,0,,100.0,,0,0,0,3,3,0,0,3,2,2,0,0,1,0
Cade Carruth,163588,QB,ALABAMA,1,100.0,0,103,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Ben Grice,190948,WR,WAKE,1,100.0,0,339,59.3,,58.4,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Kardell Thomas,99101,G,COLORADO,1,100.0,0,143,54.9,71.3,55.9,0,0,1,100.0,100.0,100.0,0,0,0,3,0,0,0,3,1,1,3,0,2,0
Peyton Fox,163592,TE,ALABAMA,2,100.0,0,103,49.5,,48.1,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,3
Lucas Padgett,146740,G,KENTUCKY,1,100.0,0,202,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,3,0,3,0
Dane Steele,170139,G,VIRGINIA,1,100.0,0,335,55.5,,55.4,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,3,0,3,0
Tyler Cherry,183673,QB,INDIANA,1,100.0,0,190,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Cole Marszalek,176533,LS,ARIZONA ST,3,100.0,0,110,60.0,99.9,60.0,0,0,2,100.0,100.0,100.0,0,0,0,3,0,0,0,3,2,2,0,0,1,0
Colby Cruz,184531,WR,ALABAMA,1,100.0,0,103,60.1,,60.1,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Kyle Thompson,163643,FB,ARKANSAS,1,75.0,0,111,67.8,,69.7,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,4,0,1,0,0,3,4
Jay Harris,184848,HB,OREGON,2,20.0,0,264,71.4,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,15,0,2,0,0,3,0
Casey Fua'au,190686,T,TROY,1,100.0,0,318,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,3,3,0
Gunner Givens,157641,G,VA TECH,1,100.0,0,337,59.6,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,3,0,3,0
Gavin Stewart,122498,K,GA SOUTHRN,3,100.0,0,174,58.8,,55.6,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Elvin Harris,176866,G,NEW MEXICO,2,100.0,0,241,60.0,71.0,,0,0,2,100.0,100.0,100.0,0,0,0,3,0,0,2,3,3,3,0,0,0,1
Finn Furmanek,175491,TE,PENN STATE,1,100.0,0,266,59.8,,59.5,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,3
Kanon Woodill,145856,K,N ILLINOIS,3,50.0,0,254,45.3,,60.0,0,0,0,,0.0,,0,0,0,3,0,0,0,6,0,2,0,0,3,0
Mac Owen,163663,WR,OLE MISS,2,75.0,0,226,58.2,,60.2,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,4,0,1,0,0,3,0
Brooks Pangle,158359,WR,GA SOUTHRN,2,100.0,0,174,58.1,,55.2,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Derin McCulley,97476,WR,INDIANA,1,100.0,0,190,60.1,,60.2,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
James Durand,175524,G,WISCONSIN,1,100.0,0,349,56.3,71.9,58.9,0,0,1,100.0,100.0,100.0,0,0,0,3,0,3,0,3,1,1,0,0,2,0
Makhi Frazier,190321,HB,MICH STATE,6,18.8,0,223,65.3,70.3,60.0,0,0,1,14.3,14.3,100.0,0,0,0,3,0,0,0,16,1,7,0,0,2,0
Mark Langston,147135,LS,INDIANA,2,100.0,0,190,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Nick Barrett,146926,DI,S CAROLINA,1,100.0,0,289,60.0,60.5,60.0,0,0,1,100.0,100.0,100.0,1,0,0,2,0,0,0,2,1,1,0,0,1,1
Jack Stonehouse,146897,P,SYRACUSE,3,66.7,0,304,60.6,,60.0,0,0,0,,,,0,0,0,2,0,0,0,3,0,0,0,0,2,0
Adam Cash,147339,LB,ARMY,2,100.0,0,114,60.0,60.5,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Brett Gerena,147346,LB,ARMY,2,100.0,0,114,60.0,60.5,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
